year,price,transmission,mileage,fuel_type,engine_size,Automatic,Manual,OtherTransmission,Semi-Auto,Diesel,Hybrid,OtherFuel,Petrol
2020,67999,Semi-Auto,1500.0,Petrol,4.0,0,0,0,1,0,0,0,1
2020,34999,Semi-Auto,1500.0,Petrol,1.5,0,0,0,1,0,0,0,1
2016,21299,Semi-Auto,12249.0,Petrol,2.0,0,0,0,1,0,0,0,1
2017,17999,Semi-Auto,37564.0,Hybrid,2.0,0,0,0,1,0,1,0,0
2019,19999,Semi-Auto,14360.0,Petrol,1.5,0,0,0,1,0,0,0,1
2017,21999,Semi-Auto,10288.0,Petrol,2.0,0,0,0,1,0,0,0,1
2016,17699,Semi-Auto,43236.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,14580,Semi-Auto,33113.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,23990,Semi-Auto,19784.0,Petrol,2.0,0,0,0,1,0,0,0,1
2019,28660,Automatic,1610.0,Diesel,2.0,1,0,0,0,1,0,0,0
2017,19490,Semi-Auto,31326.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,21770,Semi-Auto,32790.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,25990,Semi-Auto,11728.0,Diesel,2.0,0,0,0,1,1,0,0,0
2019,28660,Automatic,6282.0,Diesel,2.0,1,0,0,0,1,0,0,0
2017,22590,Semi-Auto,41131.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,22770,Automatic,14052.0,Diesel,2.1,1,0,0,0,1,0,0,0
2015,16480,Automatic,44929.0,Diesel,2.1,1,0,0,0,1,0,0,0
2018,27698,Semi-Auto,10579.0,Diesel,2.0,0,0,0,1,1,0,0,0
2017,16499,Semi-Auto,30536.0,Petrol,2.0,0,0,0,1,0,0,0,1
2019,19895,Semi-Auto,10985.0,Petrol,1.5,0,0,0,1,0,0,0,1
2019,27595,Semi-Auto,11480.0,Diesel,2.0,0,0,0,1,1,0,0,0
2019,25795,Semi-Auto,12986.0,Diesel,2.0,0,0,0,1,1,0,0,0
2019,24499,Semi-Auto,3984.0,Petrol,1.5,0,0,0,1,0,0,0,1
2019,30495,Semi-Auto,8771.0,Petrol,2.0,0,0,0,1,0,0,0,1
2019,29999,Semi-Auto,1683.0,Diesel,2.0,0,0,0,1,1,0,0,0
2018,27495,Semi-Auto,16347.0,Diesel,2.0,0,0,0,1,1,0,0,0
2019,21795,Manual,6959.0,Petrol,1.6,0,1,0,0,0,0,0,1
2013,9881,Automatic,50591.0,Petrol,1.6,1,0,0,0,0,0,0,1
2015,13498,Manual,14480.0,Petrol,2.0,0,1,0,0,0,0,0,1
2019,24450,Semi-Auto,10471.0,Diesel,2.0,0,0,0,1,1,0,0,0
2015,17450,Semi-Auto,37000.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,14450,Semi-Auto,34000.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,24990,Semi-Auto,22369.0,Diesel,2.1,0,0,0,1,1,0,0,0
2015,16440,Semi-Auto,29286.0,Diesel,2.1,0,0,0,1,1,0,0,0
2014,9891,Semi-Auto,52500.0,Diesel,2.1,0,0,0,1,1,0,0,0
2015,16998,Semi-Auto,26273.0,Petrol,2.0,0,0,0,1,0,0,0,1
2015,16710,Semi-Auto,48123.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,22495,Automatic,19779.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,21565,Automatic,39447.0,Petrol,2.0,1,0,0,0,0,0,0,1
2017,21697,Semi-Auto,28272.0,Petrol,2.0,0,0,0,1,0,0,0,1
2016,20990,Semi-Auto,20972.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,14770,Semi-Auto,21745.0,Petrol,2.0,0,0,0,1,0,0,0,1
2015,13448,Semi-Auto,31878.0,Diesel,2.1,0,0,0,1,1,0,0,0
2014,15998,Semi-Auto,34382.0,Diesel,2.1,0,0,0,1,1,0,0,0
2018,27498,Semi-Auto,12170.0,Diesel,2.0,0,0,0,1,1,0,0,0
2016,19498,Semi-Auto,24111.0,Hybrid,2.0,0,0,0,1,0,1,0,0
2017,22498,Semi-Auto,22888.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,20105,Automatic,14965.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,14220,Semi-Auto,45868.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,22260,Semi-Auto,27637.0,Diesel,2.1,0,0,0,1,1,0,0,0
2014,16990,Semi-Auto,32475.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,41880,Automatic,151.0,Petrol,3.0,1,0,0,0,0,0,0,1
2019,30990,Automatic,151.0,Diesel,2.0,1,0,0,0,1,0,0,0
2019,28880,Automatic,7324.0,Petrol,1.5,1,0,0,0,0,0,0,1
2019,28990,Automatic,2501.0,Diesel,2.0,1,0,0,0,1,0,0,0
2016,18700,Semi-Auto,33237.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,17440,Semi-Auto,63019.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,17770,Semi-Auto,27306.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,18433,Semi-Auto,34278.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,21440,Semi-Auto,26600.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,22170,Semi-Auto,19155.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,21115,Semi-Auto,31538.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,21497,Semi-Auto,3539.0,Diesel,1.6,0,0,0,1,1,0,0,0
2019,28400,Semi-Auto,1287.0,Diesel,2.0,0,0,0,1,1,0,0,0
2016,22765,Automatic,25178.0,Diesel,2.1,1,0,0,0,1,0,0,0
2018,22880,Semi-Auto,23061.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,22455,Automatic,3761.0,Petrol,1.5,1,0,0,0,0,0,0,1
2017,17330,Semi-Auto,22684.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,18795,Automatic,46294.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,15220,Semi-Auto,39656.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,21440,Semi-Auto,13096.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,20200,Semi-Auto,21462.0,Diesel,2.1,0,0,0,1,1,0,0,0
2018,19660,Semi-Auto,5232.0,Diesel,1.6,0,0,0,1,1,0,0,0
2017,22990,Semi-Auto,15527.0,Diesel,2.1,0,0,0,1,1,0,0,0
2018,22770,Semi-Auto,21200.0,Diesel,2.1,0,0,0,1,1,0,0,0
2018,19775,Semi-Auto,45335.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,24660,Semi-Auto,9873.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,33495,Semi-Auto,22574.0,Petrol,4.0,0,0,0,1,0,0,0,1
2019,26890,Semi-Auto,1705.0,Petrol,1.6,0,0,0,1,0,0,0,1
2019,26885,Semi-Auto,2622.0,Petrol,1.6,0,0,0,1,0,0,0,1
2019,34790,Semi-Auto,5298.0,Diesel,2.0,0,0,0,1,1,0,0,0
2017,18495,Semi-Auto,22994.0,Petrol,2.0,0,0,0,1,0,0,0,1
2016,15699,Semi-Auto,30301.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,18499,Semi-Auto,28480.0,Diesel,1.6,0,0,0,1,1,0,0,0
2018,24799,Semi-Auto,20087.0,Petrol,2.0,0,0,0,1,0,0,0,1
2017,18995,Automatic,11800.0,Diesel,2.1,1,0,0,0,1,0,0,0
2014,15280,Semi-Auto,25901.0,Diesel,2.1,0,0,0,1,1,0,0,0
2014,14795,Automatic,20417.0,Petrol,2.0,1,0,0,0,0,0,0,1
2018,19840,Automatic,14467.0,Diesel,2.1,1,0,0,0,1,0,0,0
2014,13791,Semi-Auto,53144.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,24360,Semi-Auto,14346.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,16990,Semi-Auto,35991.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,17990,Semi-Auto,30795.0,Diesel,2.1,0,0,0,1,1,0,0,0
2014,14990,Semi-Auto,56958.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,15990,Semi-Auto,26957.0,Diesel,1.6,0,0,0,1,1,0,0,0
2017,16998,Semi-Auto,26281.0,Diesel,1.6,0,0,0,1,1,0,0,0
2016,21495,Semi-Auto,16723.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,20995,Semi-Auto,14909.0,Diesel,2.1,0,0,0,1,1,0,0,0
2018,20495,Semi-Auto,24158.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,24736,Semi-Auto,10605.0,Diesel,2.0,0,0,0,1,1,0,0,0
2017,21595,Semi-Auto,12648.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,21295,Semi-Auto,36135.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,19995,Semi-Auto,19488.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,23495,Semi-Auto,23033.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,15490,Semi-Auto,22178.0,Diesel,1.6,0,0,0,1,1,0,0,0
2017,17000,Semi-Auto,23400.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,16402,Automatic,22214.0,Petrol,2.0,1,0,0,0,0,0,0,1
2019,20682,Automatic,10920.0,Diesel,2.1,1,0,0,0,1,0,0,0
2018,29232,Semi-Auto,8673.0,Diesel,2.0,0,0,0,1,1,0,0,0
2015,14698,Semi-Auto,39687.0,Petrol,2.0,0,0,0,1,0,0,0,1
2014,14288,Semi-Auto,54230.0,Diesel,2.1,0,0,0,1,1,0,0,0
2018,18265,Semi-Auto,16974.0,Diesel,2.1,0,0,0,1,1,0,0,0
2014,15971,Semi-Auto,14354.0,Petrol,2.0,0,0,0,1,0,0,0,1
2017,19465,Automatic,35599.0,Petrol,2.0,1,0,0,0,0,0,0,1
2017,16210,Semi-Auto,32632.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,16990,Semi-Auto,35394.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,20990,Semi-Auto,19733.0,Petrol,2.0,0,0,0,1,0,0,0,1
2016,17699,Semi-Auto,15511.0,Petrol,2.0,0,0,0,1,0,0,0,1
2017,18495,Semi-Auto,41857.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,28995,Semi-Auto,4099.0,Petrol,1.5,0,0,0,1,0,0,0,1
2016,14495,Automatic,50995.0,Diesel,1.6,1,0,0,0,1,0,0,0
2014,13950,Semi-Auto,45527.0,Diesel,2.1,0,0,0,1,1,0,0,0
2014,12750,Semi-Auto,74000.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,19495,Automatic,45907.0,Hybrid,2.1,1,0,0,0,0,1,0,0
2016,18995,Semi-Auto,38305.0,Diesel,2.1,0,0,0,1,1,0,0,0
2018,19950,Semi-Auto,33082.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,19498,Semi-Auto,22424.0,Diesel,2.1,0,0,0,1,1,0,0,0
2014,16360,Semi-Auto,46425.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,16767,Automatic,24425.0,Diesel,2.1,1,0,0,0,1,0,0,0
2014,10190,Semi-Auto,62448.0,Diesel,2.1,0,0,0,1,1,0,0,0
2018,19298,Semi-Auto,39383.0,Hybrid,2.0,0,0,0,1,0,1,0,0
2015,15998,Semi-Auto,32023.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,15998,Semi-Auto,25202.0,Diesel,1.6,0,0,0,1,1,0,0,0
2017,24698,Semi-Auto,28631.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,14398,Semi-Auto,29002.0,Diesel,2.1,0,0,0,1,1,0,0,0
2014,15998,Semi-Auto,66140.0,Diesel,2.1,0,0,0,1,1,0,0,0
2018,19950,Semi-Auto,33082.0,Diesel,2.1,0,0,0,1,1,0,0,0
2014,11149,Semi-Auto,39173.0,Diesel,2.1,0,0,0,1,1,0,0,0
2018,17990,Semi-Auto,27000.0,Petrol,2.0,0,0,0,1,0,0,0,1
2017,16490,Semi-Auto,17000.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,18450,Semi-Auto,35000.0,Hybrid,2.0,0,0,0,1,0,1,0,0
2015,11850,Semi-Auto,39877.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,16350,Semi-Auto,14893.0,Diesel,1.6,0,0,0,1,1,0,0,0
2015,10477,Semi-Auto,81816.0,Petrol,2.0,0,0,0,1,0,0,0,1
2018,18998,Semi-Auto,15408.0,Petrol,2.0,0,0,0,1,0,0,0,1
2016,15870,Automatic,40998.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,16700,Automatic,23539.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,19502,Semi-Auto,37293.0,Petrol,2.0,0,0,0,1,0,0,0,1
2019,28332,Automatic,7866.0,Diesel,2.0,1,0,0,0,1,0,0,0
2016,17992,Semi-Auto,14160.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,49280,Automatic,962.0,Petrol,4.0,1,0,0,0,0,0,0,1
2019,28810,Automatic,2695.0,Diesel,2.0,1,0,0,0,1,0,0,0
2019,30000,Automatic,7311.0,Petrol,2.0,1,0,0,0,0,0,0,1
2015,17901,Semi-Auto,9601.0,Petrol,2.0,0,0,0,1,0,0,0,1
2017,19971,Semi-Auto,28735.0,Diesel,2.1,0,0,0,1,1,0,0,0
2018,26281,Semi-Auto,10997.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,17791,Semi-Auto,20392.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,16998,Automatic,59208.0,Hybrid,2.1,1,0,0,0,0,1,0,0
2014,14498,Semi-Auto,39442.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,16998,Semi-Auto,35721.0,Diesel,2.1,0,0,0,1,1,0,0,0
2015,16990,Automatic,7976.0,Petrol,2.0,1,0,0,0,0,0,0,1
2016,19798,Semi-Auto,29643.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,16998,Semi-Auto,21967.0,Petrol,2.0,0,0,0,1,0,0,0,1
2017,16750,Semi-Auto,20000.0,Diesel,2.1,0,0,0,1,1,0,0,0
2015,12880,Semi-Auto,32786.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,18660,Semi-Auto,23257.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,17990,Semi-Auto,59625.0,Diesel,2.1,0,0,0,1,1,0,0,0
2018,25882,Automatic,12145.0,Diesel,2.1,1,0,0,0,1,0,0,0
2019,29046,Automatic,5971.0,Diesel,2.0,1,0,0,0,1,0,0,0
2019,26256,Semi-Auto,14895.0,Diesel,2.0,0,0,0,1,1,0,0,0
2017,20498,Semi-Auto,5630.0,Diesel,1.6,0,0,0,1,1,0,0,0
2013,11298,Semi-Auto,37964.0,Petrol,1.6,0,0,0,1,0,0,0,1
2017,16500,Semi-Auto,14077.0,Diesel,2.1,0,0,0,1,1,0,0,0
2014,16990,Semi-Auto,40000.0,Petrol,2.0,0,0,0,1,0,0,0,1
2017,25232,Automatic,15104.0,Diesel,2.1,1,0,0,0,1,0,0,0
2018,30022,Automatic,6061.0,Diesel,2.0,1,0,0,0,1,0,0,0
2016,15952,Automatic,34327.0,Diesel,2.1,1,0,0,0,1,0,0,0
2015,15542,Semi-Auto,49436.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,39995,Semi-Auto,4604.0,Petrol,3.0,0,0,0,1,0,0,0,1
2019,25995,Semi-Auto,10085.0,Diesel,2.0,0,0,0,1,1,0,0,0
2019,26995,Semi-Auto,5745.0,Petrol,2.0,0,0,0,1,0,0,0,1
2016,17950,Automatic,20005.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,15267,Manual,25820.0,Petrol,2.0,0,1,0,0,0,0,0,1
2016,18247,Automatic,16975.0,Hybrid,2.0,1,0,0,0,0,1,0,0
2016,15067,Manual,21553.0,Diesel,1.6,0,1,0,0,1,0,0,0
2015,13917,Automatic,43097.0,Petrol,2.0,1,0,0,0,0,0,0,1
2015,15990,Automatic,26400.0,Petrol,2.0,1,0,0,0,0,0,0,1
2016,18833,Automatic,17593.0,Diesel,2.1,1,0,0,0,1,0,0,0
2019,28980,Automatic,8501.0,Diesel,2.0,1,0,0,0,1,0,0,0
2020,28220,Semi-Auto,4501.0,Diesel,1.6,0,0,0,1,1,0,0,0
2017,23572,Automatic,18495.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,14702,Manual,52207.0,Petrol,2.0,0,1,0,0,0,0,0,1
2019,20495,Semi-Auto,13742.0,Diesel,2.0,0,0,0,1,1,0,0,0
2016,18495,Semi-Auto,30000.0,Hybrid,2.1,0,0,0,1,0,1,0,0
2017,15495,Manual,31070.0,Petrol,2.0,0,1,0,0,0,0,0,1
2017,30995,Automatic,22191.0,Petrol,3.0,1,0,0,0,0,0,0,1
2017,25995,Automatic,20875.0,Diesel,2.1,1,0,0,0,1,0,0,0
2019,23995,Semi-Auto,15280.0,Petrol,1.5,0,0,0,1,0,0,0,1
2019,25495,Semi-Auto,631.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,26495,Semi-Auto,3918.0,Diesel,2.0,0,0,0,1,1,0,0,0
2016,17995,Semi-Auto,33000.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,20981,Manual,7693.0,Petrol,2.0,0,1,0,0,0,0,0,1
2019,33530,Automatic,6780.0,Petrol,3.0,1,0,0,0,0,0,0,1
2017,22532,Semi-Auto,20150.0,Petrol,2.0,0,0,0,1,0,0,0,1
2019,27036,Automatic,10415.0,Diesel,2.0,1,0,0,0,1,0,0,0
2019,30236,Automatic,7831.0,Petrol,2.0,1,0,0,0,0,0,0,1
2018,25298,Semi-Auto,8702.0,Petrol,2.0,0,0,0,1,0,0,0,1
2017,25498,Automatic,6067.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,21698,Semi-Auto,15804.0,Hybrid,2.0,0,0,0,1,0,1,0,0
2015,15790,Semi-Auto,19830.0,Petrol,2.0,0,0,0,1,0,0,0,1
2017,33000,Semi-Auto,10439.0,Petrol,3.0,0,0,0,1,0,0,0,1
2016,16998,Semi-Auto,13795.0,Diesel,1.6,0,0,0,1,1,0,0,0
2017,20612,Semi-Auto,27526.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,18211,Semi-Auto,16206.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,49780,Automatic,5654.0,Petrol,4.0,1,0,0,0,0,0,0,1
2016,26495,Semi-Auto,22456.0,Petrol,3.0,0,0,0,1,0,0,0,1
2017,20680,Semi-Auto,22486.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,16299,Automatic,30612.0,Diesel,2.1,1,0,0,0,1,0,0,0
2019,27998,Semi-Auto,10134.0,Diesel,2.0,0,0,0,1,1,0,0,0
2017,18240,Semi-Auto,44118.0,Hybrid,2.0,0,0,0,1,0,1,0,0
2017,22792,Semi-Auto,11163.0,Petrol,2.0,0,0,0,1,0,0,0,1
2019,24000,Semi-Auto,7286.0,Petrol,1.5,0,0,0,1,0,0,0,1
2019,30980,Semi-Auto,3402.0,Petrol,1.5,0,0,0,1,0,0,0,1
2017,18231,Semi-Auto,20185.0,Petrol,2.0,0,0,0,1,0,0,0,1
2014,14601,Semi-Auto,60000.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,28887,Automatic,9985.0,Diesel,2.0,1,0,0,0,1,0,0,0
2018,23247,Automatic,10137.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,22720,Automatic,14161.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,18115,Semi-Auto,20846.0,Petrol,2.0,0,0,0,1,0,0,0,1
2019,28429,Semi-Auto,5866.0,Diesel,1.6,0,0,0,1,1,0,0,0
2020,32480,Semi-Auto,16.0,Diesel,2.0,0,0,0,1,1,0,0,0
2019,41500,Semi-Auto,3805.0,Petrol,3.0,0,0,0,1,0,0,0,1
2016,20480,Semi-Auto,20169.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,21000,Semi-Auto,22156.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,45980,Semi-Auto,3830.0,Petrol,3.0,0,0,0,1,0,0,0,1
2019,20980,Semi-Auto,4908.0,Petrol,1.5,0,0,0,1,0,0,0,1
2016,19750,Semi-Auto,25000.0,Diesel,2.1,0,0,0,1,1,0,0,0
2020,39995,Semi-Auto,5000.0,Petrol,1.5,0,0,0,1,0,0,0,1
2020,37995,Semi-Auto,5000.0,Petrol,1.5,0,0,0,1,0,0,0,1
2020,69995,Semi-Auto,250.0,Petrol,4.0,0,0,0,1,0,0,0,1
2020,31995,Semi-Auto,5000.0,Diesel,1.6,0,0,0,1,1,0,0,0
2019,38995,Semi-Auto,12357.0,Petrol,3.0,0,0,0,1,0,0,0,1
2019,59995,Semi-Auto,1400.0,Petrol,4.0,0,0,0,1,0,0,0,1
2017,15280,Manual,27832.0,Diesel,1.6,0,1,0,0,1,0,0,0
2017,35420,Semi-Auto,24057.0,Petrol,4.0,0,0,0,1,0,0,0,1
2017,17980,Semi-Auto,38609.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,16890,Semi-Auto,60677.0,Diesel,2.1,0,0,0,1,1,0,0,0
2020,36990,Semi-Auto,2151.0,Petrol,2.0,0,0,0,1,0,0,0,1
2016,14750,Automatic,28612.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,20365,Semi-Auto,21430.0,Petrol,2.0,0,0,0,1,0,0,0,1
2016,21505,Automatic,16703.0,Diesel,2.1,1,0,0,0,1,0,0,0
2018,24791,Semi-Auto,16052.0,Petrol,2.0,0,0,0,1,0,0,0,1
2015,16581,Semi-Auto,23985.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,27810,Automatic,6621.0,Diesel,2.0,1,0,0,0,1,0,0,0
2018,28750,Automatic,7140.0,Diesel,2.0,1,0,0,0,1,0,0,0
2017,26790,Automatic,4910.0,Petrol,2.0,1,0,0,0,0,0,0,1
2016,17981,Semi-Auto,10581.0,Diesel,1.6,0,0,0,1,1,0,0,0
2019,29890,Automatic,1646.0,Petrol,2.0,1,0,0,0,0,0,0,1
2019,24980,Automatic,15000.0,Diesel,1.6,1,0,0,0,1,0,0,0
2015,19990,Semi-Auto,12469.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,25980,Semi-Auto,13624.0,Petrol,1.5,0,0,0,1,0,0,0,1
2019,24980,Semi-Auto,2072.0,Petrol,2.0,0,0,0,1,0,0,0,1
2016,20995,Automatic,19805.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,21630,Automatic,21994.0,Diesel,2.1,1,0,0,0,1,0,0,0
2014,12262,Semi-Auto,39547.0,Diesel,2.1,0,0,0,1,1,0,0,0
2020,29880,Semi-Auto,3000.0,Diesel,2.0,0,0,0,1,1,0,0,0
2016,22790,Semi-Auto,9600.0,Petrol,2.0,0,0,0,1,0,0,0,1
2016,16657,Semi-Auto,24247.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,27480,Automatic,10100.0,Diesel,2.0,1,0,0,0,1,0,0,0
2019,20980,Semi-Auto,12794.0,Diesel,2.0,0,0,0,1,1,0,0,0
2016,18280,Semi-Auto,36946.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,26480,Semi-Auto,11487.0,Diesel,2.0,0,0,0,1,1,0,0,0
2018,21000,Semi-Auto,16424.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,27980,Semi-Auto,9731.0,Diesel,2.0,0,0,0,1,1,0,0,0
2019,28480,Semi-Auto,13435.0,Diesel,2.0,0,0,0,1,1,0,0,0
2018,24480,Semi-Auto,10859.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,24980,Semi-Auto,4444.0,Petrol,1.5,0,0,0,1,0,0,0,1
2015,17790,Automatic,8726.0,Diesel,2.1,1,0,0,0,1,0,0,0
2015,14690,Semi-Auto,68647.0,Diesel,2.1,0,0,0,1,1,0,0,0
2018,22991,Semi-Auto,7615.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,20150,Semi-Auto,40993.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,28290,Automatic,2300.0,Diesel,2.0,1,0,0,0,1,0,0,0
2017,20091,Semi-Auto,24991.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,17498,Semi-Auto,63507.0,Hybrid,2.1,0,0,0,1,0,1,0,0
2015,10998,Manual,92589.0,Diesel,2.1,0,1,0,0,1,0,0,0
2016,15798,Semi-Auto,41279.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,16495,Semi-Auto,25656.0,Diesel,1.6,0,0,0,1,1,0,0,0
2019,41070,Automatic,7969.0,Petrol,3.0,1,0,0,0,0,0,0,1
2016,17822,Semi-Auto,19682.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,43990,Automatic,3318.0,Hybrid,2.0,1,0,0,0,0,1,0,0
2019,38610,Automatic,6249.0,Petrol,3.0,1,0,0,0,0,0,0,1
2019,34990,Automatic,3196.0,Diesel,1.6,1,0,0,0,1,0,0,0
2017,20022,Semi-Auto,35214.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,17313,Automatic,14364.0,Petrol,2.0,1,0,0,0,0,0,0,1
2017,24352,Automatic,8884.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,18372,Semi-Auto,26508.0,Petrol,2.0,0,0,0,1,0,0,0,1
2015,16592,Semi-Auto,25230.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,22156,Automatic,15179.0,Petrol,1.5,1,0,0,0,0,0,0,1
2017,17282,Semi-Auto,27107.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,31716,Semi-Auto,9785.0,Diesel,2.0,0,0,0,1,1,0,0,0
2017,22852,Semi-Auto,21750.0,Diesel,2.1,0,0,0,1,1,0,0,0
2015,15212,Semi-Auto,36120.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,20092,Semi-Auto,25803.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,23572,Automatic,18495.0,Diesel,2.1,1,0,0,0,1,0,0,0
2019,28896,Automatic,6765.0,Diesel,2.0,1,0,0,0,1,0,0,0
2019,30516,Automatic,5465.0,Petrol,2.0,1,0,0,0,0,0,0,1
2019,23206,Automatic,9150.0,Diesel,2.0,1,0,0,0,1,0,0,0
2019,27826,Automatic,6522.0,Petrol,2.0,1,0,0,0,0,0,0,1
2016,25532,Automatic,15129.0,Petrol,2.0,1,0,0,0,0,0,0,1
2018,25812,Semi-Auto,11451.0,Diesel,2.1,0,0,0,1,1,0,0,0
2018,22480,Semi-Auto,10339.0,Diesel,2.1,0,0,0,1,1,0,0,0
2015,10397,Manual,79881.0,Diesel,2.1,0,1,0,0,1,0,0,0
2017,33202,Automatic,21524.0,Petrol,3.0,1,0,0,0,0,0,0,1
2018,27622,Semi-Auto,8984.0,Petrol,1.5,0,0,0,1,0,0,0,1
2015,12672,Manual,44121.0,Diesel,2.1,0,1,0,0,1,0,0,0
2015,13898,Manual,17426.0,Petrol,2.0,0,1,0,0,0,0,0,1
2017,18498,Semi-Auto,42100.0,Hybrid,2.0,0,0,0,1,0,1,0,0
2019,24998,Semi-Auto,12999.0,Diesel,2.0,0,0,0,1,1,0,0,0
2016,16009,Automatic,39924.0,Diesel,1.6,1,0,0,0,1,0,0,0
2017,13980,Manual,21300.0,Petrol,2.0,0,1,0,0,0,0,0,1
2017,14980,Manual,45034.0,Diesel,2.1,0,1,0,0,1,0,0,0
2017,18830,Semi-Auto,42437.0,Hybrid,2.0,0,0,0,1,0,1,0,0
2017,19250,Semi-Auto,30796.0,Hybrid,2.0,0,0,0,1,0,1,0,0
